bintang,komentar
1,sebelumnya saya sering belanja pake aplikasi ini dan sudah pas di hati apapun saya belanja lewat aplikasi ini tapi itu kemarin.. sekarang saya sangat2 kecewa sedih jg krna gk bisa lg belanja lewat aplikasi ini karna ada kesalahan yg 100% murni kesalahan dari kurir tanpa ada konfirmasi sama sekali dan ada notifikasi gagal pdhal barang saya tungu2..saya sebelumnya aktif selalu saya byar klo barang sampai sekarang saya ogah krna tau2 tidak ada fitur bayar di tempat..go hapus apikasi Lazada.........
1,Padahal suka banget belnja di lazada tap Kenpa ya setelah di update malah gak bisa di pake vocer gratis ongkirnay ini sangat menyebalkan.
1,"Segera tindak toko toko yang tidak mau mengirim pesanan masa pesen dari tanggal 27 sampe tanggal 29 masih diproses penjual terus, di chat gak ada balesan sama sekali, kalo kaya gini lazada gak rekomen buat belanja online"
1,Bintang 1 udah cukup...karna kurir ninja expedisi... tidak jelas di daerah Batang Natal...Semalam saya belanja. Minta uang tambahan 20rb..baru mau pesanan di antar..
1,Lazada payah sekarang . Kenapa gabisa pesen kalo pake voucer . Mau pesen tapi harus ga pake voucer gratis ongkir . Payahhhh
1,"Aplikasi belanja ini sangat mengecewakan,sudah 2kali saya dikecewakan karna susah cancel padahal salah penjualnya. Dan penjualnya curang2,egois tidak memikirkan kepuasan konsumen.contoh aja,sy membatalakan pesanan sy karna sy sdh chat dgn penjual bahwa sy butuh brng tsb dikirim hr ini dr 3hari yg lalu sy beli.tapi penjual cuma balas sedang diproses.sy bilang kalau gak bs kirim sy cancel,pas sy cancel siang hari posisi status msh dlm proses.disore hari sy cek cancel sy ditolak dan barang dikirim."
1,Aplikasi rusak kok gak bisa pesan. Pas klik hanya muncul ikon pilih gambar Uda 200x aku mencet gak jadi. Paraahhh
1,"Gimana nih lazada,, harga di menunya berbeda ketika mau di checkout,,berubah naik jadi 2x lipat lebih..buat kalian lebih baik di cek dulu harganya sebelum di checkout,lama2 ditinggalin nih lazada sama peminatnya. Tolong diperhatikan lagi buat pihak lazada nya.. Makasih"
1,"Tidak bisa melakukan pembayaran di tempat, dan hanya bisa melakukan pembayaran lain saja, padahal sudah tidak ada pesanan yang belum saya terima atau lain lain. Tolong di perbaiki masala ini."
1,saya kecewa sekali.. untuk seller penjual celana² ukuran Jumbo tp yg dtg ukuran Bocil SMP.. di tambah sy mau gunakan garansi di aplikasi pun gk bs.. buat apa tertera garansi return klw gk bs di tekan/konfirmasi??
1,Loading lama gambar tidak muncul pdhl pake wifi
1,"Aq kok kena v99 y jadinya GK dapat voucher gimana memperbaikinya,jdi ingin pindah ke toko lain aja,tolong bantuannya,"
1,"Saya pesen barang, di cancel nggak bisa, pas udah nyampe barangnya nggak sesuai, di retur pun ditolan oleh cs, udah jelas ini Sarang penipu, mending gausah download apk ini"
1,Knp pesanan saya dibatalkan secara sepihak oleh kurir. Padahal sebelum2nya paket datang dgn aman tnpa kendala. Ini paket baru percobaan dikirim tiba2 dibatalkn secara sepihak. Dgn alasan alamat tidak sesuai . Tidak ad percobaan 2-3 kali. Tiba2 dibatalkan. Itu emang bener2 dikirim apa main klik batal aj si kurirnya. Pembatalan dgn jam malam. Gk logis. Padahal alamat udah jelas patokan jelas. Sebelumnya pesanan sampai dgn aman tanpa kendala. Menjatuhkn nilai lazada krn kurir tsb
1,Dulu sih gampang bgt aplikasinya untuk belanja tapi sekarang pas udah di perbarui jadi gak suka lagi karna harga yang tertera langsung berubah saat ingin di checkout
1,Lazada awal2 nya sangat ok. Tapi kenapa sekarang2 ini harga di halaman/branda sangat2 jauh berbeda saat kita mau checkout barang??? Mohon penjelasan nya
1,"Pesanan tiba-tiba dibatalkan otomatis dari lazada, cashback 50k jadi hangus padahal saya nggak batalin pesanannya sama sekali. Sudah dihubungi CS tapi yah abaikan katanya yang penting barang sudah diterima, tapi saya mana ikhlas apalagi cashback nya lumayan besar buat saya."
1,"Saya Sangat Sangat kecewa pada lazada sekarang terlalu membiarkan/membebaskan seller berperilaku seenaknya.(klick bait,harga yang tertera tidak sesuai, bilang gratis ongkir ketika di cekout malah ongkir 2x lipat.saya gak bisa sebutkan disini kepanjangan jadinya) Intinya Lazada seharusnya melindungi konsumen, bukan hanya cari untung dari seller saja Jatuhnya kalau begini potensi penipuan terhadap konsumen (AWAM) jadi 1000x lipat lebih besar, Pliss lah jadi Lazada yg dulu amanah."
1,Sejak bulan juni tanggal 15 sampai sekarang aplikasinya sudah tidak bisa dipakai buat belanja.. Keteranganya c02 tapi filtur chat cs hanya penampilkan chat dengan robot aja.. Gada filtur langsung chat cs nya biar dapat saran... Sampe bulan september udah lama loh... Tapi tidak ada perubahan nya.. Emang sejelek ini kah ? Sudah mencoba ganti akun pake nomor baru di hp lainya juga sama.. Gak bisa di pakai... Menyesal pake lazada
1,Walaupun ada diskon gede- gedean udah di klik semua diskon yang ada pas mau belanja harga barang nya 120 pas di checkout malah naik 150 bukan nya terpotong dengan harga diskon malah naik harganya tolong lah kasih pelanggaran buat toko yang tidak senono ngasih harga tidak wajar yang tidak sesuai di deskripsi harga utama nya dan diskon nya gak bisa digunain sungguh sangat kecewa sekali dengan aplikasi Lazada ini 😭😭😭😭
1,"Ongkos kirim nya gak ngotak ya, yg biasa nya paling mahal 28rb skarang jadi 48rb bahkan ada yg 52rb. Potongan ongkir pun udah gak ada. Aplikasi sangat mengecewakan"
1,"Heran deh, lazada tuh minta diupdate terus, tapi sudah diupdate tetap saja buffering. Koneksi padahal lancar, buka olshop sebelah juga lancar jaya, jadi keki sendiri bukanya."
1,"Harga setelah check out tidak sama dengan yha tertera di iklan.. Kalo mo kasih harga sesuai dengan di iklan, jadi gak muter muter cari harga yang sesuai budget."
1,"Pengalaman dengan lazada sangat buruk sekali, ada praktik penipuan dengan apk ini. Hati hati para pengguna lazada, apabila ada yg menawari untuk bekerja sama dengan melakukan tugas yg melibatkan harus transfer uang sejumlah barang yg dibeli oleh reseler. Akan diporoti uang sampai tingkatan tugas dengan komisi tertentu."
1,Kenapa sekarang buat titik alamat udah nggak bisa ya..... Padahal buat pengiriman instan diperlukan buat titik alamatnya.... Ya sudahlah keknya emang udah ngga bisa lagi pesanan instan ini lazada.... Back uninstall ajalah.... Nggak ada titik temu di CS Cleo
1,lazada sudah tidak bagus lagi..Estimasi ketibaan sudah sering gak sesuai...saatnya aplikasi Lazada di hapus
1,Sangat sangat kecewa sekarang lebih ribet dan harga yang tertera sama yang dibeli ber beda jauh biasa saya langganan disini setelah begini mau buka aja males.
1,"Saya pngguna lazada sudah lama, TPI lazada yg dlu dan skrg beda.. voucersnya ada TPi gak bisa dipake. Tiap di klik gak bisa itu kenapa yaa???"
1,"Aplikasinya kurang ketat misalnya data identitas penjual ga ada. Sehingga banyak penipuan yang terjadi,"
1,"Woy progam choice kaga ada yang konsisten, masa temen aing beli kuaci 15k dapat 3 bungkus kuaci, sedangkan aing cuma dpt 1 bungkus kuaci. Ga jelas semboyannya mpreettt"
1,"Pihak lazada, tolong cek dulu sebelum blokir akun tidak bisa cod. Orderan hanya sampai di J&T tapi di klaim penolakan barang. Kalo hanya samoai di J&T bagaimana kami membayar dan mengambil barang ? Sedangkan orderan COD. tolong aktifkan kembali bayar ditempat. Pemblokiran COD jangan tetlalu lama, kami kecewa sebagai user lazada karena tidak bisa belanja akibat COD tidak bisa. Trims"
1,"tidak bisa mengambil vocer gratis ongkir error v99, mosok harus ganti hp & nomer telpon, lah gimana kalo erornya 5x walah bisa beli hp 5x cuma buat cek ot di lazada. mumet"
1,jasa pengiriman melalui LEX ID amat sangat lelet.. dari segi pelayanan dan ongkir juga tidak bagus
1,"Lazada dulu lancar"" aja tpi ntah kenapa sekarang masa bru login akun bru udah eror v99 udah login di 3 akun sama saja tolong diperbaiki lagi dan cara penanganannya"
1,"Yaelahhh kemaren kasih bintang 1 krna koneksi jelek, pdhl kuota+jaringan lancar, sekarang masalah update di pengiriman.sya tinggal di Riau, Sya pesen barang dari Sumatera Utara , awalnya lancar sih, tapi udh nunggu berhari hari kok masih aja di Sumatera Utara dan kok di situ aja, pdhl klo pakai pengiriman sebelah 1-2 hari udh smpai PKU, ini 3 hari kok masih di Sumatera Utara, dan ini baru download apk cek resi ninja dan ternyata udh sampai PKU dan mau di kirim lokasi selanjutnya,,,,"
1,Sistem nya g jelas pembayaran kurang 31 perak keterangan transaksi sukses tapi masih nunggu pembayaran... Udah dikrm sisanya yg 31 perak transaksi langsung ditolak... Customer service nya jg berbelit-belit must nunggu 3hr Bru di kasih keterangan katanya yg salah pihak bank!!!
1,"Nyesel habis update,lemot kadsng ga bisa d buka. mending versi yg lama"
1,"Tab wishlist item cuma muat 200 Itu kurang, bikin unlimited aja Terus Alangkah baiknya jika ada fitur search by name, category, promo, discount or date Sangat merepotkan jika harus scroll up and down untuk milih dan atau hapus beberapa item Ada bug setelah update Flash voucher jam 12:00 dan 18:00 langsung ilang tertulis terpakai saat jam nya tiba Padahal belum diklaim"
1,"Aplikasi butut, di update malah lelet n sering keluar sendiri pula. Hadeeeh sue...."
1,"Gak kaya tahun 2021 & 2022..2023 udah jarang belanja sejak awal tahun...biasa dapat bonus separo harga tiap mingguan & bulanan ketika genap tanggal & bulan..sekarang sampe bulan 10 gak pernah dapat bonus..payah...padahal kurir udah apal bangat mpe tiap hari paketan datang semasa bonus/separo harga selalu dapat di mingguan, mending kalo 1 item doang..banyak terus sekali pesan...Tolong dibaca. Kalo udah dibaca. Mikir. & evaluasi.."
1,"Tingkat keaman kurang terjamin nga kaya logo orange,lazipaylater nga bisa pake gara gara cancel pesanan,parah banget lazada...."
1,Ini Lazada udah gimana sih gak jelas sudah dulu setiap barang yang mau di beli bisa dan muncul ketika di ketik sekarang knpa gak bisa pas gua mau beli Vape kok malah gak bisa gak muncul padahal gua sudah berusia 20 thn kecewa sih mohon saran ya admin Lazada nanti ku kasih renting bgs
1,"Lagi suka sukanya pake lazada, ehh tiba tiba ntah eror/kenapa akun saya ga ada gratis ongkir/vocer ongkir sama sekali ga muncul..hanya ada voucer toko.. jadi sudah ga bisa belanja lagi,sudah bikin akun baru masih sama hasilnya, ga ada voucer apapun muncul... chat cs sangat sulit cuma di balas komputer, ga ada solusi sama sekali.. udah ga bisa di pake sama sekali nih aplikasi.. kalo tiap belanja harus bayar ongkir full y ga sanggup orang hampir tiap hari co, kebutuhan banyak... kecewa bgt"
1,"Barang yang dijual kebanyakan barang yg tidak berkualitas Alias kW. Pengiriman lambat sekali pesan dari tanggal 24 September nyampe baru 1 Oktober. Untuk pengiriman tidak bisa pilih metode pengiriman yg lain seperti jnt atau jne. Ongkos kirim terlalu mahal. Harga barang berubah menjadi mahal ketika sudah checkout, packing buruk. Penjual tidak menjual barang sesuai gambar. Tidak rekomendasi bagi pembeli yg membutuhkan barang bagus."
1,"Aplikasi terhapus, dan susah sekali untuk memulihkan lg... d keterangannya email sudah d gunakan..."
1,Selalu kecewa terakhir beli tas katanya Bess seller tapi jaitan dalamnya sangat kasar resleting kasar sampai macet.jadi kapok belanja padahal barangnya yg di promokan bagus2 datangnya sangat tdk sesuai di mana letak kecurangan nya ini bener2 kita tdk di mengerti .saran saya klo mau pelanggan bertahan sebaiknya jujur promo dan kenyataan harus sama.jika sdh berarti ada kebocoran misalnya barang asli di tukar tapi oleh siapa??? Itu yg harus di cari.maaf ini hanya saran🙏
1,akhir2 ini mulai kacau estimasi tidak ada yg tepat. sekarang terjadi lagi. selalu meleset. entah siapa yg salah seller atau kurir. cuma dapet notif maaf atas keterlambatan pengiriman kami akan usahakan lebih cepat... apaan? ini dah meleset 2hari.. haduh haduh cuma gitu tok status sama sekali gak gerak. sumpah saya gak tau masalah begini masalah penjualnya apa kurirnya apa memang sytem pengiriman lazada yg bermasalah.
1,"Saya pelanggan setia belaja di lazada , udah hampir 2400 ulasan, tapi belakangan ini , penjual kalau ada 99 atau 10 .10 , dan cashback atau diskon gede gedean, ongkir melejit tidak karuan , yg tadinya ongkir standar cuma 32k-45k Sekarang menjadi 80k-140k. Percuma ada cashback, voucher dan diskon, kalo ongkir tidak setandar seperti hari biasa, sama aja beli diwarung pelosok 😡😡😡"
1,Parah bener lazada gua dapet limit lazada paylater 400k tp gk bisa berfungsi setiap mau belanja gk bisa di guna kan paylater nya ... Pdhal sering belanja di lazada ... Kecewa ... 🙃
1,"Alamat saya di sumatera utara, mau pesen barang ga bisa cod + ongkir nya mahal banget.. Kalau seperti ini. Saya bakal tetap setia dengan shopee"
1,"kenapa Setiap mau order pakai voucher gratis ongkir, kenapa selalu ga bisa ya? Selalu ada keterangan indikasi aktifitas yang tidak sesuai menghubungi cs juga tidak bisa,tolong perbaikan"
1,"Ini gimana ya konsepnya harga yg tertera gak sama pas mau cekout lebih mahal Dan saya juga pengguna baru kok tiba"" gak bisa cek out karna pake vocer Memang begini kah si toko biru ini"
1,"Limit lazlater masih 900 ribu tpi ngga bisa buat pembayaran, padahal udh sering belanja tpi malah kaya gini. Cukup kecewa bnget pokonya.."
1,"Jujur ajaa, semuanya bagus, voucher banyak mulai lengkap, tapi lupa hampir semua yang di lazada itu penipu, saya udah ketipu 8 kali di beda beda toko di lazada, males deh"
1,"Pengiriman barang kini terlalu lambat dan sering melebihi tanggal yg tertera,kadang gk kunjung datang,. Kecewa banget sama lazada sekarang terlalu bnyak pending barang tanpa mengkonfirmasi ke pembeli harus di chat trs dan jawaban itu""ajah gajelas"
1,Awalnya mau kasih bintang 10 malah Tp setelah beberapa waktu pas mau check out harga yang tertera diproduk sama harga pas check out jadi beda jauh kadang selisihnya jauh banget Jadi kecewa
1,"Sering muncul notif ""Kamu dihadiahkan bla... Bla...bla..."" Setelah dibuka mana? Promo jg gak ada, cm diskon abal2. Maaf ya aku uninstall karena banyak unsur penipuan"
1,Tersedia playlater tapi nggak bisa dipakai padahal data sudah benar dan lengkap
1,"Bener tuh, saya lihat di layar murah. Nah giliran saya chek out kok beda lagi. Gimana sih ini aplikasinya, tolong ya di perbaiki lagi dan di sesuaikan dengan harga yang di layar utamanya. Jangan sampai waktu chek out beda lagi harganya"
1,Tolong lah lazada jangan PHP masalah harga yang di cantumkan. masa harga yang di cantumkan contoh 30 rb pas mau pesan malah jadi 50rb atau lebih jadi males pesan barang kalo gitu mah jadi ngebingungin. Kalo bisa harga yang tertera jangan otomatis di potong voucher jadi ngebingungin harganya
1,Barang yg dijual tidak sesuai dengan barang yang dikirim. Tolong diperbaiki lagi
1,"Mencoba lagi hari ini untuk belanja, hanya pakai voucher gratis ongkir masih tetap gak bisa checkout jg. Dah lah slesai sdh pakai lazada, hapus akun... Bye"
1,Sekarang ribet Masa kalau cod aja ada biaya layanan per produk aja 1000rp belum lagi ada biaya penanganan per 1 produk bisa 1000rp juga hadeeeh gmna lazada semakin sini bikan nya semakin baik ekh malah seprti itu Susah2 nyari diskonan yg murah tetep aja ada biaya2
1,"Setiap mau beli barang harga yg tertera tidak sesuai selalu berubah, knp.?? Setiap mau beli barang lebih dari 1 item, bermasalah di pengiriman padahal sudah ada biaya pengiriman, knp.? Ini onlineshop paling gak masuk akal."
1,"Harga tertera berubah-ubah. Terlihat murah, tapi saat akan di beli harga jadi naik🙄"
1,Aq udah kluardari app ini dengan alasan aku . Paylater gak bisa digunakan lagi . Paylater aku 12 jt ko di non aktifkan. Sekarang lazada udah gak bersahabat lgi . Mungkin ada yang lebih baik dari pada app ini . Padahal aku gak pernah telat tepat temponya . Cukup wasalam lazada yang udah menemani aq dari paylater 1jt hingga 12 jt malah di non aktifkan . Wasalam
1,Awas untuk temen2 jangan sampe jadi korban di dalam aplikasi ini ada sebagian penipuan saya mengirim top up dana lewat melalui pembayaran saldo lazada. tapi hasilnya ga di kirim2 dan aneh nya di status pengirimanya berhasil dan saya pun sama sekali belum menerima saldo dana nya hati hati ada penipuan berbentuk aplikasi shop semoga tidak ada korban lagi selanjutnya dan untuk kontak cs lazada yang lebih konsisten tanggung jawab
1,"Sudah terlalu banyak iklan dan sekarang setelah di update tidak bisa melacak barang udah sampai mana.peformanya turun baget bro Harga dan ongkirnya beda pas dikelik beli,jadi lebih mahal ongkir Rp.11000 jadi Rp.41000 pas dikelik beli."
1,"Klo ada bintang setengah,gw nilai bintang setengah kali apaan pesanan gak bisa dibatalin padahal gak jadi,terus paketnya sebulan/seminggu baru nyampe, lah uang jajan saya dah di jajanin semua saya kaget dong tiba2 Dateng aja dikira gak jadi,sama satu lagi dimana2 juga kan klo misalnya pembeli gak jadi ya gak jadi tiba2 harus ada setuju dlu bla2 dlu,saya gak jadi malah penjualnya yang ngotot mau dingirim"
1,Maaf buat admin lazada.. saya harus out dari aplikasi ini karna semakin lama saya belanja disini semakin mahal ongkir ke saya. Tempo hari saya belanja LCD hp ongkirnya cuma 27.000. Beberapa bulan kemudian naik 31.000 lalu naik lagi 47.000 dan skrg saya lihat sdh naik lagi 51.000 cuma pesan 1 LCD hp doang. Terimakasih atas layanan anda selama ini. Saya out dan pindah ke aplikasi sebelah yg lebih murah ongkirnya.
