bintang,komentar
2,"Sangat kecewa,,Pengirimanya payah,,biasanya barang klo sudah sampai ke kota tujuan akan langsung di kirim ke alamat tujuan,,ni barang dah sampai gudang kota tujuan, sampe berhari hari ga dikirim,,sampai melebihi waktu estimasi"
2,"Saya sangat kecewa dengan aplikasi lazada,pesanan saya terlalu banyak tiba tiba akun out dan susa masuknya kembali..apakah lazada memang tidak mengizinkan kita berbelanja yg banyak.,?terus kenapa tidak di batasi kalau memang tidak di perbolehkan belanja yg banyak.😢😢😢"
2,Semakin hari kok semakin letoy gak bisa pake lazpay padahal tagihan belom jatoh tempo udah lunas...kayaknya mau pindah aplikasi lain kalau terus begini....
2,"barang nya murah murah dan bagus, tpi syg ongkir nya terlalu mahal"
2,"Lazada makin gak masuk akal,harga produk tulisan 8rb sesudah di Cekout jadi 2x lipatnya bahkan 3x lipatnya, padahal udah tertera dapat potongan harga atau harga aslinya emang bener segitu tapi tiba tiba berubah sendiri,makin kesana makin ngabrut"
2,Saya kurangi bintangnya jd 2 krn lazpay nya sudah 2bln ini g bisa di pake pdhal tiap bulan lancar g pernah telat byr apalgi sampai di denda blm pernah itu..tolong lazada klo memang akun dibekukan g ush ditambah lg limit paylater nya percuma klo g bisa di pake
2,"Kasi dua bintang dulu deh, soalnya saya mau mesen barang ada fri ongkir dan potongan harga ternyata setelah saya mau pesen gak ada potongan harga original, mau coba kapan² lagi jika ada rezeki"
2,Lazada payalternya skrg sering ga bisa di gunakan . Padahal saya selalu lancar bayar tagihan tidak pernah telat .. Payah sekali .. Entah apa alasan nya pula .. 🧐🧐
2,Saya kasih binta 2 y. Soalnya Mau daftar payleter selalu gagal dan di tolak. kan no dari awal Ampe sekarang kaga berubah .... kenapa kaga bisa2 ... tolong bantu lah saya kan langganan lazada dari dulu lebih dari 8 taon... kalo say dh berhasil saya tambahin bintangnya jadi 7
2,"Males banget belanja di lazada, pengirimannya luama banget. Kerjasamanya sama ekspedisi j*e sih makanya lama. Masak biasanya yg satu profinsi pake ekspedsi j*t itu satu hari sampe, nah ini pake j*e bisa berhari2 bru sampe. Ayo dong untuk cod kerjasama sama ekspedisi jnt aja g usah j*e. Biar makin banyak yg sk belanja di lazada"
2,awal'a limit lazbon tingi bisa d gunakan dan saya bayar juga tepat waktu terus.malah sebelum jangka waktu pelunasan sudah saya lunasi.tapi kenapa giliran mau pinjem lagi malah limit turun dan sekarang d bekukan
2,"Iklannya sangat menggangu, dimana2 iklan lazada... Parahnya lagi, waktu data udah di matiin pun masih aja nongol iklannya..."
2,"Makin kesini, kebanyakan biaya ,, biaya layanan, biaya penanganan, sekalian biaya apa ajha pasukin..."
2,Semakin lama ongkir makin mahal..percuma meski ada gratis ongkir.klo ongkirnya Up dulu..jadi tetep masih kena Ongkir
2,"Limit playlater ada tapi gak bisa di gunakan.. Padahal gak ada tunggakan,,, di aku lakukan pun gak ada... Jd wat apa ada limit playlater klo tidak bsa di gunakan 🤦‍♀️"
2,Trun nin lagi sya pada payleter lazada. Krna keterlambatan. Bayr tpi skrg saya tidk bisa. Pakai kmbali.. entah pdhl sya trlmbt 2 hri saja. Krna ad kndala
2,Knp sekarang mah ada biaya penangan dan biaya layanan nya cukup besar dan kadang tidak ada focer ongkirnya dan ongkir nya besar sekali
2,Banyak perubahan .. tadinya betah bgt belanja d apk ini. Skrg ada biaya layanan. Pake paylater jd ada biaya tambahan. Udah emang harus pidah sih belanjanya.
2,Maaf sebelumnya kenapa ya sekarang lazada tuh aneh bgt masa kita misal mau beli barang terus misalnya harganya 5rb kok pas fi checkout gak sesuai ya malah jadi 19rb gt kukira ongkir nya yg gede ternyata harga nya typoo bgt 🙏😭
2,"Saya hampir setiap hari belanja di Lazada tapi kok g dapet ya lazpaylaternya.... padahal udh lama saya makai Lazada dn belanja nya hampir setiap hari,"
2,"Kenapa tiba"" Semua barang ngga bisa pake lazpaylater?? Padahal pembayaran saya gada masalah... Tolong tindaklanjuti"
2,"Lazada Indonesia ini Adalah Aplikasi penipuan gaesssssssss mohon jangan download... Saya pernah beli paket internet hasil nya kosong, saya merasa kecewa dengan Aplikasi ini sampai kpn pun saya komen di google play store!!!"
2,Makin kesini makin ribet belanja segala ada biaya layanan biaya penanganan. Ongkir juga mahal bgt jd beralih ke marketplace lain deh
2,"Biaya layanan biaya penanganan nanti mau nambah lagi biaya apalagi developer?makin kesini makin banyak biaya jadi percuma gratis ongkir krn jadi sama aja gk gratis ongkir,kl banyak biaya😔"
2,"Produk nya si banyak gratis ongkir ya tapi pengiriman nya lamaaaaaaa bgt masa udah seminggu di gudang logistik setatus nggak berubah sama sekali padahal estimasi pesanan tggl 19 belum dikirim juga sampai sekarang udah chat cs lazada besok dikirim kk sampai sekarang belum padahal kemarin"" enggak giliran pakai lex id jadi lama bgt padahal kan express udah gitu nomer kurir nya nggak dicantumin lagi jadikan nggak tau mau ngubungin siapa mana butuh bgt lagi barangnya."
2,"saya kasih bintang 2, karena barangnya belum Saya terima, karena baru x ini saya berbelanja di Lazada, kalau memang sesuai sama yang saya pesan,saya akan kasih bintang 5🙏🤝👍"
2,Sering kali tiba tiba ga bisa checkout katanya adanya indikasi yg tidak sesuai Apa coba maksudnya? Aplikasi udah update dah log out log in lagi malah uninstall terus install lg tetep aja masih ga bisa CO dari kemarin dan hari ini CSnya ga bisa d hubungi yg respon selalu robot
2,Barangnya selalu gak sesuai.. Katanya gratis ongkir tapi ongkir nya mahal berlipat-lipat harganya dari pada harga barang
2,"Setelah pembaruan sering bug,dan sering close sendiri...aplikasi seperti makin berat"
2,sekarang udah gak ada voucher 20.000 min belanja 0 rupiah udh berubah 15.000 itupun skrg udah jarang ada tolong di perbaiki kek kemaren2 dong dan kalo belanja sudah ada diperjalanan di batalkan sepihak tanpa kordinasi dengan penerima sekarang jarang belanja karna gk ada diskonnya dan dibatalkan sepihak!!!😤😤😤😤😤
2,Makin parah lazada padahal pembayaran lazpaylater gw kaga pernah telat tapi kenapa limit paylater gw GK bisa di pake alasan di blokir sementara gw kira sementara paling seminggu bisa LG...ehhh udh 3bln tetep kaga ada perubahan.. Dan untuk iklan nya tolong jngn ngeselin bgt ada di tiap apps..
2,Kenapa harga gk sesuai dng yg tertera pas kita lihat di beranda contoh 20.000 pas kita klik mau beli kok jd 40.000 kok gk ky dulu
2,setiap pesen lewat terus estimasinya sangat tak nyaman berbelanja di lazada padahal pesanan lazmall ninjaexpres tetap saja paket saya lewat estimasi dan paket saya belum sampai
2,Lazada memang bagus tpi ke sini sini nya memang susah buka nya keluar mulu lazada nya maaf ini lazada kenapa yah keluar mulu
2,"Kenapa rata-rata barang yang dijual pas bonus dadakan gak sesuai ekspetasi. Dan mohon diperbaiki katanya ""pengiriman cepat"" mana ada..., pengiriman pasti luuuammaaa"
2,"Pengalaman saya beli lcd di toko yanti spare part hp,buat ngeklam susah pahal lcd yg iya kirim ga fungsi dan dari pihak lazada lepas tangan."
2,"Kenapa lazada sekarang sulit di akses buat login...padahal jaringan internet full..kuota internet juga banyak..setiap mau log in GK bisa...kecewa,padahal aplikasi ini tuh bagus....tp kenapa belakangan ini tuh banyak kendala..."
2,Dulu bagus sekarang biayanya gak jelas di klik harganya pindah selangit kasih bintang dua adja
2,"sekarang Lazada makin keren,harga barang termurah di banding lapak sebelah,byk voucher,byk discount ,byk promo,dan msh byk lagi keunggulan lainnya .... sedikit saran buat Lazada,utk berat barang yg di paket sekiranya bisa sesuai dg berat yg real nya.... game nya aja yg gak sportif bahkan bisa di bilang n!pů di banding game aplikasi lapak ijo atau orange...😁,skrg di Lazada byk toko yg tak bertanggung jawab..... dan pihak Lazada tdk bisa berbuat apa-apa"
2,"Boleh jujur gak sih, sekarang aku gak like sama lazada, kenapa mesti di ilangin voucher gratis ongkirnya sih, aku pernah jatuh cinta sejatuh jatuhnya sampe tetangga pada ngomong kerja kagak tapi paket Dateng terus eh sekarang mah mau beli juga mikir² dulu harga barangnya gak seimbang sama ongkirnya, malahan lebih mahalan ongkir, perbaiki dong yah yah yah."
2,"Bagus sih tapi kurirnya fa ad yg pernh benar klopas ngirim barang,, masak blom ada ke tempat saya malah d buat saya ga ad di tempat,,"
2,"Lazada yg skarang, udh beda jauh sma Lazada yg dulu, udh ga asik dan senyaman yg dulu, uninstal aja, beralih ke yg lebih asik dan nyaman buat belanja"
2,Kenapa lazada saat 9.9 tidak bisa cod ya.. Padahal saya suka metode cod ini.. Apa karna saya pernah membatalkan pesanan beberapa barang? Padahal saya membatalkan pesanan sebelum pesanan dikemas
2,"Saat saya mau mengganti alamat dan patokan ruma saya malah ada tulisan yg warna merah seperti ini karakter sepesial yg diperbolehkan hanya ""."" "","" ""-"" ""#"" dan ""/"" tidak diperbolehkan menggunakan emoji padahal saya gk memakai emoji apa pun loh tolong lebih di perbaiki lagi dong"
2,"apasih lazada makin kesini harga di beranda beda jauh sama pas mau check out, ada biaya penanganan pula kan makin mahal,apalagi lazkoin nya gak bisa di pakai di semua produk"
2,"Harga di katalog promo bisa beda jauhhhhhhhh pas di klik pesan, auto ngak jadi beli krn harga ternyata tdk promo"
2,"Semakin langganan di lazada, ongkir semakin mahal, dulu awal2 ongkir di andalkan sekarang luar biasa mahal nya... Penagihan lazpay nya bikin gedeg, Utang nya gk seberapa, telat 2hari karena lupa tapi nagih nya ya ampuuunnnn...trimakasih sudah ngasi saya pengalaman, dan biar bintang yg bicara.."
2,Lazada makin lama makin eror masa ga bisa buat pesan tolong di perbaiki
2,"Belanja di LAZADA sangat mengecewakan, barang yg datng ke alamat kita bukanlah barang yg kita pesan, jd pesanan kita itu di tukar sama yg jelek, jd maaf saya harus HAPUS apl lazada dr hp sy, goodbye lazada ✋👎👎👎👎👎"
2,Makin kesini makin lemot aja. Setelah di update malah lemot. Gak kebuka gambar nya. Payah lazada
2,"Aku kasih bintang 2 aja,aku sering belanja d lazada n kadang barang yg d order ga sesuai n sampai aku dpt kesempatan paylazlater aku jadi suka belanja d lazada v skrg jadi males btw paylazlater'y ga bisa d gunakn tanpa sebab,padahal tiap aku bayar tagihan selalu sebelum wktu pembayaran jadi hrus'y ga da masalah dunk"
2,coba lagi kalau barang bagus q kasih bintang 5..soalnya kemarin2 pengiriman terlambat barang tudak memuaskan
2,"Kenapa paylater nya tidak bisa digunakan yaaa?? padahal saya tiap bulan slalu bayar tagihanya..Kenapa sekarang tidak bisa digunakan?? Tolong kak gimana biar bisa digunakan lagi ,, paylater membatu sekali ,, Padahal saya slalu update lazada versi terbaru nya?? Tolong dibetulkan kembali ,biar bisa digunakan lagi 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
2,Saya ganti ksh bintang 2 krn lazada skrg aneh harga di etalase dgn harga mau cek out tidak sama selisih a hampir setengahnya blm di tambah ongkir Klu ngasih harga yg bener dong jgn pas kita cekout berubah lebih mahal dr harga semula
2,Makin kesini makin kecewa sama lazada padahal belanja rutin tapi sekarang pake lazpaylater di blokir sementara trus udah gitu gak bisa pake lazbon lagi percuma ada tawaran tapi gak bisa di pake
2,Kalo tidak mau pesanan dibatalkan seller jangan slow resfhon dong Masa dua hari dari tgl pemesanan masih dalam proses ....belum nanti di jasa kirim dan perjalanan...gak sesuai iklan
2,Sy sering berlangganandilazada dg byr tunai tanggapan sy tentang lazada baik tp setelah sy coba menggunakan payletter dg cicilan 3 bln sy hanya telat 2 minggu knp langsung hrs byr lunas dan dendanya seharga jumlah barang yg sy order pdhl cicilannya msh ada jangka 2bln lg ini buat sy kecewa dg payletter lazada ini dan sy sangat kecewa seolah sy nggak byr sampai hbs waktunya sy mohon kpd lazada untuk memperbaiki ini
2,"Udah nyaman pdhal mempermudah, tolong di perbaiki playlater nya biar bisa belanja barang tp tdk terlalu memberatkan bunga nya..agar bisa terpakai lagi playlater nya"
2,"Tolong donk Lazada, alamat seller di akunnya daerah Tangerang,tapi di cek status pengiriman paket posisinya di daerah Depok? Ini gimana sih alamat seller ga jelas.tolong donk lazada tertipkan semua seller agar alamat mereka sebagai penjual benar benar asli alamatnya"
2,"Pengalaman saya belanja di lazada banyak nipunya, harga yg tertera dan ongkir mahal banget sesudah CO, ancurrrr"
2,Eror trus sih udah bbrp hari ini Katnya jaringan bermasalah padahal aplikasi yg lain lancar2 ajah
2,Lazada tolong dong untuk daerah Lampung kasih gratis ongkir 30k minimal belanja 20k. Soalnya ongkir luar Kota mahal². Mana sekarang ongkir nambah mahal promo gratis ongkir dikit. Malah kebanyakan promo diskon.
2,Saya tidak suka dengan pelayanan lazada coki. Saat butu bantuan soal pesanan yg Masi di proses terus. TDK ada pelayanan yg membantu slalu saya di suru cek rincian pesanan beda dgn shopee yg mau memberikan kontak kurir spaya pengiriman bisa di proses dengan cepat
2,"Tidak tau salah saya apa, tapi entah kenapa paylater saya di non aktifkan padahal saya belum pernah telat bayar.. Fikir saya setelah pelunasan limit akan naik tapi ternya malah dinonaktifkan. Sangat sangat mengecewakan"
2,Limit naik tapi tiba2 tidak bisa digunakan paylaternya mohon bantuanya. Pbayaran selalu tepat
2,"ga suka sama kurirnya beda sama kurir shoppe meski barangnya belinya murah kalo gaada orang di rumah pasti bsok nya balik lagi,lah ini kurir Lazada barang murah barang diskon gaada siapa""di rumah ga balik lagi di catatan barang udah di terima kurirnya gaada nge WhatsApp atau telepon pas nyampe di rumah nya,pokonya kecewa sama kurirnya 🙏"
2,"Sering lag , kebanyakan memuat mau belanja aja jadi males, udah serng update padahal"
2,"Dulu voucher nya nyata tapi sekarang gak,, katanya gratis ongkir voucher,,tapi kok malah ongkir nya lebih mahal dari harga beli.. Yang jelas beda dengan ya dulu,,dulu mah Discon nya nyata tapi sekarang bohong..jadi kepengen hapus aplikasi ini.. Saran nya,, minta tolong agar gimana cara nya biar pelanggan betah.. 🙏🙏🙏"
2,"Sy tdi,a senang sekali belanja lewat lazada satu,a murah bnyak promo . Tp skrang sy kecewa amat kecewa toko yg kerja SM SM lazada TDK amanah"
2,"Maaf ya retingnya saya turunin, dulu lazada enak banget nggak ada biaya penanganan/pelayanan, sekarang sekalinya ada lumayan biayanya:'"
2,"Saya kecewa, saya udah bergadang buat nungguin 9.9 Mega sale, tapi udah nge check out haraga barang yang lebih dari 100, di bawah ada keterangan pakai vocer jadi 7000 tapi pas di check out jadi 100 lebih, jadi sia sia saya bergadang😞 saya kira bakalan jadi 7000 ternyata enggak"
2,Padahal limit lazpaylatter saya masih bnyak knp eg bisa dipake c kan slu byar sebelum waktunya kemaren2 baik2 ajh eg knp2 tuh lazpaylatter tolong dong lazpaylatter saya diperbaiki supaya saya bisa pake lagiii
2,Sekali nerima paketnya telat sampai sekarang paket saya belum di kirim selalu gagal pengiriman dan masa kurang jelas ya alamat saya kok sampek nyasar dan sampai sekarang GK di kirim
2,Tolong di baca Saya sudah melakukan pembayaran di lazpaylater dan berhasil tetapi saldo lazpaylater saya tidak bertambah dan malah sebaliknya jik tg 2 bln 11 saya melakukan pembayaran lagi malah yang di bulan 10 harus ikut di bayar juga .. Saya sudah menghubungi cs tpi respon jelek..mohon di lakukan cek di lazpaylater saya.. Terimakasih 🙏
2,"Percuma ada aktifasi retur, tiap mau pengembalian barang gak ada kurir yang mau ngambil paketnya!!!kurirnya pada males² buat ngambil paket retur!!"
2,"Semakin males blanja di LAZADA g ada potongan ongkirnya adanya potongan dr voucher yg hanya brp perak saja Pengiriman termolor, update paket g jelas, g ada paylater nya, bantuan CS nya sistem ROBOT. Apa arti bonus dadakan yg banyak dikumpulkan tapi g bisa digunakan, Jelasin !!"
2,Pertama pake gadapet free ongkir padahal pas mau co ada tulisan (ongkir Rp.0) tapi pas buat pesanan ongkir 18rb normal-_- gimana sih niat ngasih free ongkir apa ngga ya
2,"Kurir.a gk amanah!!!status.a mh udh d terima tapi paket.a mh blm sampe, padahal udh nyaman bgt blnja d lazada,eh mlh skrng dpt kurir.a yg gk amanah kecewa bgt !!!"
2,"Lazada mah kadang"" deh.... pas pengguna baru aja banyak diskon tapi bagian pihak toko nya nggk di kirim"" dan di batalin gitu aja sama lazada..... kesel bangettt.... udh gitu vocer yang udh kepakek nggk kembali lagi.... capek deh"
2,"Tidak bisa gunakan paylather,padahal tertip sebelum jatuh tempo. 6 bulan lagi masih begini trpaksa uninstal"
2,"Iklan nya minta ampun,... Percuma komplen jg pssti tidak ada tanggapan"
2,"Lazada ini eror apa bagaimana? Biasa nya kalo beli sekarang harga sekian itu harga tetep sama paling bayar ongkir brp, kalo pake voucher gratis ongkir pun ada potongan ongkir, lha ini, mau co malah harga lebih mahal dari harga tertera padahal udah pake Voucher gratis ongkir, perbaiki lagi deh makin lama makin menjadi jadi"
2,"awalnya lancar pkek lazada,tp knp semakin ke sini byk ketidak beresan,bln agustus kmrn sempat di tipu penipu dg menguras saldo dana yg ngaku dr pihsk lazada,,setelah sy melakukan co,la penipu tau sy melakukan pembayaran lwt dana dr mana? kedua stlh kejadian itu akun lazada sy tk buat order tdk bs mengakses gratis ongkir,parah si biru ini. tlg perbaiki sistemy"
2,"Kenapa sekarang LAZADA gak seperti dulu ya???😏masak ada keterangan GRATIS ONGKIR tp kok kalo mau klik pesanan,,😥😥biayanya malah lebih2.."
2,Baru juga bikin udh kena v99 gimana sih apk nya terlalu banyak aturan mohon di perbaiki ya sistem
2,"Kenapa sekarang apk ini mengecewakan banget ,, dulu saya sangat suka belanja di aplikasi ini karna bnyk voucher dn diskon besar besaran ,, tpi knp skrng jadi naik dua kali lipat sama harga yang tertera ??"
2,selalu ada indikasi aktivitas (v99) di akun saya padahal saya ga ngala ngapain baru juga daftar anjay sangat menyebalkan sekali tentunya
2,"Pesanan sering dibatalkan oleh Lazada karena tidak sesuai dengan syarat dan ketentuan, padahal pesanan sudah siap dikirim kan. Menurut saya ini sangat merugikan seller dan juga pembeli, lebih baik kalau validasi nya diawal saat melakukan pesanan. Harapan saya masalah ini harus segera diatasi karena sangat merugikan."
2,Tulisan harganya murah Tapi pas mau di cekout nggak sesuai 😁 Pelanggan lama pun sewot🤣
2,"Bagus sih bagus, tapi BATAS MINIMAL ONGKIR nya kurang mahal, harusnya kalo di sana ada BARANG HARGA 10000 ONGKIRNYA minimal 100000 lah biar SUSAH yg beli *yah itung itung beli ongkos pengiriman bukan barang* atau MAKIN KALAH SAING sama APLIKASI SEBELAH. Btw saya pengguna lama ini ya, saya rasa makin gak WORTH IT aja gitu PASANG E-COMMERCE gak masuk akal gini"
2,"Terdapat Bug, saat Chekout harus pilih sendiri vochernya, jika pilih salahsatu yg satu harus klik ulang"
2,"Lah update baru mau login aja ribed hrs pake otp segala..yg lbh kesal lg kl mau coba login ssh msk dgn keterangan terlalu byk permintaan, silahkan coba lg."
2,Apadah.. Abis diupdate malah lemot bgt. Gambarnya ga ada yg keluar
2,"Dari th 2020 tiap hari hampir belaja dilazada,tapi kenapa sekarang voucher promo2, voucher gratis ongkir saya hilang tidak ada... Sedih sekali,mana sekarang banyak biaya2 jadi jadi mahal. Jadi kecewa."
2,"Lazada kenapa lemot banget sih sekarang, eror mulu tau. Padahal WiFi dirumah ku penuh, tapi malah eror."
2,"Tiba tiba akun sy tidak bisa cod,padahal sy sering belanja dilazada dan baru kali ini paket sy tidak sampai dan akun sy tidak bisa cod lagi."
2,"Kurang menarik, kadang gak sesuai sama yg di pesanan, masa XL yg Dateng L"
2,"tolong perbaiki pesanan saya sudah sampai tapi di status masih dalam pengiriman, saya mau ngasih ulasan jadinya ga bisa karna pesanan masih dalam pengiriman padahal barang sudah saya terima"
2,"aplikasi nya sangat bagus,tapi tolong ya diperbaiki sedikit karna soalnya waktu saya mau beli sesuatu tapi pengiriman nya malah salah padahal saya udah cek di alamat saya sendiri itu Udah bener alamatnya tapi aplikasi nya bagus kok dan saya juga suka belanja di Lazada"
2,Sementara saya tutup dulu kerena iklannya banyak sekali
2,lazada akun ku tidak bisa cod lagi dan sy muak sekali sy ingin pembayaran aman dan terpercaya dipulikan lagi dgn pembayaran cod
2,"saya hanya ingin berbelanja, tapi setiap mau menggunakan voucher selalu tidak bisa. alasannya ada aktivitas akun yang mencurigakan. tolong dong min sudah berkali-kali ganti akun tapi ttp aja gabisa."
2,"Saya menggunakan lazada paylater. Waktu jatuh tempo pembayaran menu paylater hilang, sedangkan saya terus di spam untuk melakukan pembayaran lewat chat WhatsApp? Apa kalian lupa untuk menaruh menu tagihan? Atau sengaja biar melakukan pembayaran lewat wahtsap pribadi?"
2,Ngeri ama ongkirnya...ngak sesuai dgn hrg barangnya..semakin kesini ongkirnya semakin seram ...jadi takut buat belanja disini
2,Kenapa ya pay laternya ga bisa buat beli pulsa di lazada. Dan hanya bisa buat belanja berupa barang saja???
2,limit lazbon dan paylater mendadak di bebukan.. padahal sebelumnya pembayaran selalu tepat waktu .. percuma ada limit ga bisa dipake
2,"Knpa setiap saya mau login tidak bisa terus ,ada tulisannya terlalu banyak permintaan silahkan coba kembali lagi nanti .sampe kpn coba udah 2hari"
2,"Sekarang lazada makin membingungkan. Kok ga bisa cod sih? Harus foto ktplah..di akun. pdhl bertahun2 belanja ga seribet ini..aneh makin hari malah menyusahkan n buat ribet saja utk transfer, kita kan hrs keluar rmh. Lain cod tinggal tunggu, trus bayar saat paket tiba. Tolong pihak lazada aku hanya mau belanja secara nyaman saja, ga usah macam2 syaratnya , aku cuma mau belanja ol.!!! Terpaksa didelete aplikasi lazadanya, drpd puyeng."
2,Kenapa akun saya gabisa dapet gratis ongkir lagiiii..saya kan tiap hari belanjaaa😪 klo gk gratis ongkir saya malrs belanja. Ongkir nya mahal2
2,Ini gimana ya di update ke yang baru malah lemot parah.. Mendingan sebelum di update masih bisa scroll barang . Ini scroll barang malah muter-muter... Mau cek out barang juga muter-muter kgak bisa.... di perbaikin lagi ka sistem nya . Lazada tuh murah bgd loh apa lagi klo lagi ada event...ngasih harga nya gak nanggung2 murah nya....
2,"DULU saya kasi bintang 5. 🙏🙏maaf saya kurangi 3 bintang.. saya merasa tidak puas dengan Lazada sekarang saya pindah TIK TOK SHOP. barang 2x lebih mura,barang kwalitas bagus,pengiriman cepat, free ongkir,tada biaya ini itu tak sprti lazada ada biaya,penanganan,proteksi, apalagi barang yg dikirim banyak ndak sesuai,kwalitas barangg buruk,pengirim lambat lambat. dah banyak ngeluh blanja dilazada. bertahun tahun setia dengan lazada ndak pernah dpat hadiah miskipun sering even pnipuan😁jualan iklan"
2,Sudah pakai LAZADA hampir 5 thn dan semakin lama semakin lambat dalam pengiriman Bila di bandingkan dengan aplikasi lainnya Aplikasi ini yang paling lambat Mencapai 1 minggu
2,"Katanya gratis ongkir, ternyata bohong banget...udh ongkir nya selangit...kalau aja gak ada lazpaylatter ku udh lama ku hapus nih aplikasi dari hp ku..yg di pasang harga tidak sesuai pas diklik barang nya harga nya beda lagi🤦🏻🤦🏻"
2,Percuma ada paylater tapi gak bisa dipakai padahal gak punya tagihan + aplikasi udah di upgrade kecewa bangettt
2,halo buat lazada.saya selalu gagal masuk akun facebook selalu porclos .meski pun ke ada an sinyal ram memori baik baik aja.mohon segera di cek dan di perbaiki secepat nya?
2,Lazada ngasih discount tpi harga sgtu jg.. Apa nya yg discount.. Ada pun yg discount barang nya gak sesuai.. Blee eek.. Ditipu ma gambar
2,"Setelah melakukan retur pengembalian barang dan pengembalian dana jadi saldo Lazada, akun saya stuk gk bsa belanja pake voucher apapun tolong diperbaiki jika tidak ingin penggunanya pindah ke lain aplikasi"
2,Barusan terjadi padahal tidak belanja di aplikasi bahkan tidak memencet buat pesanan tapi malah ada barang yang dikirim kerumah dan juga harganya wuiihh gak kira kira dan yang bayar Tante saya via COD. Tolong dong di perbaiki lagi sistemnya
2,Bagi yg belum download perlu di ketahui berhati hati lah dengan biaya keterlambatan pembayaran cicilan saya pun baru tau ternyata apk sistem nya seperti ini kalau pun saya tau dari awal engga deh belanja di sini
2,"Lazada kenapa sih? Ko akhir_akhir ini pesen barang ""percobaan pengiriman gagal"" mulu, trus banyak bug nya lagi.. Diliat dsitu harga nya berapa ehhhh pas dibuka toko nya beda harga.. Tolong untuk diperbaiki lagi 🙏"
2,"Heran padahal saya gax pernah bikin gagal di lazada, gx pernah bikin salh. Tapi kenapa lazbon dan pay later nya di bekuin. Salah saya apa.? Udah di dalemnya banyak penjualan yang suka nipu lgi Lazada makin kesini makin aneh"
2,Sy kecewa pesanan d batalkan kan oleh pihak lazada. Tapi dana tidak kembali. Ini bukan pihak penjual yg membatalkan.. 👹
2,"Limit payleter lazada tinggi 3 juta, kemaren sudah bisa di pakai, sekarang ko gak bisa di pakai lagi, padahal pembayaran selalu tepat waktu dan tidak pernah telat."
2,lazada tolong dong kalo nulis harga itu yg sesuai sama kenyataan ajh lah ga usah di murah2in bikin orang tergiur pas di cekout harga nya beda itu kan jatuh nya penipuan nama nya seakan2 kalian memberi harapan palsu pada kustomer
2,"Makin kesini makin nyebelin ini lazada,dulu cinta banget belanja di lazada sekarang aduuuh..sekarang vocher gratis ongkir dan diskon² lain nya gak pernah ada lagi .ini tolong dong min gimana .. Terus lazpaylater tiba² gak bisa di pakai padahal kagak pernah telat bayar.. Mungkin lazada mau bangkrut kali ya."
2,"Ini gimana sih pengiriman nya,masak bareng udah di wilayah, tapi nggak di kirim kirim, saran sih, nambah ekspedisi lain yang jauh lebih kompeten lah,ini udah nunggu dari kemarin nggak nyampe nyampe barangya,di status tertulis sedang di kirimkan ke alamat dari kemarin"
2,Saya sering belanja..dan selalu puas...dan lagi enak2 nya belanja..eh ko vocher nya gk bisa di pakai kenapa ya ..padahal ..jelas2 ada banyak vocher ..
2,"Tolong untuk pihak lazada prioritaskan pengiriman paket untuk daerah yg jauh dulu setelah itu baru daerah terdekat, karna terkadang paket bisa 4 hari tertahan di gudang tanpa ada pergerakan dan itu pasti sudah diluar estimasi, kalo perlu tambahkah lagi alat transportasi pengiriman supaya lebih cepat, saya dari dulu menggunakan aplikasi lazada baru kali ini kecewa paket saya terlalu lama di gudang tanpa kejelasan"
2,"Tolong kalo emng gratis ongkir ya gratis ga usah pake biaya tambahan,biaya standar 20rb sma ajah bayar ongkir nya,"
2,Ada masalah apa Ni di apalikasi lazada ko pesan barang di aplikasi ga ada tanda dalam proses/dalam pengiriman abis di update jadi ga ketauan pesanan yg saya pesan dan sudah di proses/belom tolong di perbaikin biar ketauan sudah di proses/belom nya sama seller
2,saya turunin lagi bintang nya..Lazada makin kesini makasi berat aja applikasi nya....padaha dulu mah enak2 aja..sekarang buka applikasi putih semua...nunggu beberapa menit baru deh gambar2 nya...maaf yak...kalau lancar lagi..aku naikin lagi bintang nya..
2,"Jangan keseringan MUNCUL IKLAN DI LAYAR DONG, sudah di download lama juga ganggu sangatt sekali !!!!!!!"
2,"Sebener nya apk nya bagus tp sayang kurir ninja kusus nya area tanggul kec jember sangat buruk, sy ada 5 paketan 1 dibatal kan kurir gak jelas, 1 lagi di wa tanggal 18 sep katanya di antar besok, sampai tanggal 24 sep gak diantar antar, yg 3 lagi dalam pengiriman sesama jatim dah 4 hari gak nyampe2, padahal expedisi lain sesama jatim paling 2harian. Saran buat lazada baik nya putus kan kerja sama dg expedisi ninja."
2,Ada fitur lazpaylater tp ko tidak bisa digunakan.. Tiap menghubungi cs jawabannya selalu suruh menunggu kaya judul lagu
2,Dulu senang belanja disini. Ada bayar ditempat tpi sekrang gak ada..klw uangnya ditranfer dlu malahan tambah biaya lgi bayar untk uang tranfernya.. Jdi tmbah mahal belanja dilazada...
2,"pengiriman ko lambat banget y, gimana mau ngasih full bintang kalau kaya gitu admin."
2,"Sepertinya aps lazada ini semakin mahal yah di ongkirnya, emang sih cepet tp saya berat di ongkir, belinya sedikit ongkirnya selangit😒"
2,"harga di halaman sama pas mau di chekout bedanya hampir 2× lipatt,,off dulu lah"
